As Of Date,Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
11/25/2023,201202667,924903,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Reprimand,,Closed: Guilty after trial,12/19/2014,Reprimand
11/25/2023,201305200,940420,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,04/07/2016,Instructions
11/25/2023,202100183,962197,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,Command Discipline - A (Vacation: 3 days)
11/25/2023,202203481,967044,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/25/2023,No,,,,,,Resigned
11/25/2023,202200292,943116,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2023,No,,,,,,No penalty
11/25/2023,201903597,960538,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Closed: Retired,07/24/2021,
11/25/2023,201203655,929856,Substantiated (No Recommendations),,09/28/2013,No,,,,,,No penalty
11/25/2023,200917059,946019,Substantiated (Command Discipline),,04/28/2011,No,,,,,,Instructions
11/25/2023,202105273,943719,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,201007219,940791,Substantiated (Charges),,11/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201609209,952946,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
11/25/2023,202204834,968435,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,200612039,920813,Substantiated (Command Discipline),,11/28/2007,No,,,,,,No penalty
11/25/2023,201509351,945745,Substantiated (Command Lvl Instructions),,02/28/2017,No,,,,,,Instructions
11/25/2023,200608014,924163,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
11/25/2023,200306585,916760,Substantiated (Charges),,12/28/2004,No,,,,,,Command Discipline - A
11/25/2023,201311584,939039,Substantiated (Charges),,,Yes,Dismissal Probation,,,Closed: Not guilty after trial,07/28/2016,
11/25/2023,201710392,960788,Substantiated (Command Discipline A),,05/28/2019,No,,,,,,Command Discipline - A
11/25/2023,200716653,914294,Substantiated (Charges),,06/28/2010,No,,,,,,Vacation: 8 days
11/25/2023,201807213,940682,Substantiated (Charges),,,Yes,Forfeit vacation 50 days,Forfeit vacation 10 days,,"Closed: Trial verdict reversed by PC, Final verdict Not Guilty",06/03/2022,
11/25/2023,201500837,927605,Substantiated (Command Discipline A),,09/28/2015,No,,,,,,Command Discipline - A
11/25/2023,200300071,888388,Substantiated (Charges),,05/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202101737,958202,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2022,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,201809776,923172,Substantiated (Command Discipline A),,01/28/2020,No,,,,,,Command Discipline - A
11/25/2023,201806550,960864,Substantiated (Charges),,,Yes,Terminated,,,Closed: Not guilty after trial,04/07/2022,
11/25/2023,201905654,961607,Substantiated (Formalized Training),,11/28/2020,No,,,,,,Instructions
11/25/2023,200401981,907076,Substantiated (Charges),,07/28/2006,No,,,,,,No penalty
11/25/2023,202006169,956084,Substantiated (Command Discipline A),Substantiated (Charges),,Yes,,,Command Discipline A 3 days,Closed: Resolved by plea,07/12/2023,Forfeit vacation 3 days / Command Discipline A
11/25/2023,201907416,952894,Substantiated (Command Discipline A),,09/28/2021,No,,,,,,Command Discipline - A
11/25/2023,201411610,950234,Substantiated (Command Discipline A),,,No,,,,,,
11/25/2023,201106803,938111,Substantiated (Command Discipline),,11/28/2012,No,,,,,,Instructions
11/25/2023,201106433,917037,Substantiated (Charges),,11/28/2012,No,,,,,,Command Discipline - B
11/25/2023,201904802,950281,Substantiated (Command Lvl Instructions),,12/28/2020,No,,,,,,Instructions
11/25/2023,202002726,955897,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: Charges not served,07/26/2023,
11/25/2023,200101031,910208,Substantiated (Command Discipline),,,No,,,,,,
11/25/2023,201703894,959503,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
11/25/2023,202100165,948119,Substantiated (Command Discipline A),Substantiated (Command Discipline B),07/28/2022,No,,,,,,No penalty
11/25/2023,200301729,903671,Substantiated (Charges),,01/28/2005,No,,,,,,Command Discipline - A
11/25/2023,202201829,959684,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2023,No,,,,,,No penalty
11/25/2023,201908640,878931,Substantiated (Command Discipline A),Substantiated (Command Discipline A),10/28/2021,No,,,,,,No penalty
11/25/2023,201709313,961337,Substantiated (Formalized Training),,02/28/2019,No,,,,,,Formalized Training
11/25/2023,201311003,931820,Substantiated (Instructions),,05/28/2015,No,,,,,,Instructions
11/25/2023,201115573,935015,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
11/25/2023,202205745,942918,Substantiated (Command Discipline A),Substantiated (Command Discipline A),,No,,,,,,
11/25/2023,201007271,938614,Substantiated (No Recommendations),,11/28/2011,No,,,,,,Command Discipline - B
11/25/2023,201401621,949213,Substantiated (Command Discipline A),,08/28/2015,No,,,,,,Command Level Instructions
11/25/2023,202003636,949938,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,Forfeit vacation 15 days,Closed: Resolved by plea,04/28/2023,Forfeit vacation 15 days
11/25/2023,202104657,929659,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Closed: Retired,11/15/2023,
11/25/2023,201701245,917690,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
11/25/2023,201802606,955717,Substantiated (Formalized Training),,10/28/2019,No,,,,,,Instructions
11/25/2023,201107194,942593,Substantiated (Instructions),,03/28/2013,No,,,,,,No penalty
11/25/2023,200204986,916903,Substantiated (Command Discipline),,12/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200404313,887840,Substantiated (Charges),,04/28/2005,No,,,,,,Instructions
11/25/2023,202102475,928041,Substantiated (Formalized Training),Substantiated (Formalized Training),08/28/2022,No,,,,,,Retired
11/25/2023,201508599,951854,Substantiated (Command Discipline B),,,No,,,,,,
11/25/2023,202100385,962152,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201002757,930601,Substantiated (Charges),,08/28/2011,No,,,,,,Instructions
11/25/2023,202104737,953767,Substantiated (Command Discipline A),Substantiated (Command Discipline A),12/28/2022,No,,,,,,No penalty
11/25/2023,201602548,943493,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",04/27/2016,Forfeit vacation 10 days
11/25/2023,200202158,884938,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
11/25/2023,201807080,935610,Substantiated (Command Lvl Instructions),,02/28/2020,No,,,,,,Instructions
11/25/2023,201213375,944638,Substantiated (Charges),,,Yes,,,Forfeit vacation 1 days,Closed: Resolved by plea,11/07/2014,Forfeit vacation 1 days
11/25/2023,200708615,939736,Substantiated (Charges),,12/28/2009,No,,,,,,Instructions
11/25/2023,200200036,912013,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
11/25/2023,200406115,911301,Substantiated (Charges),,10/28/2005,No,,,,,,Instructions
11/25/2023,201507239,932816,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Formalized Training
11/25/2023,202202350,966715,Substantiated (Formalized Training),Substantiated (Formalized Training),10/02/2023,No,,,,,,No penalty
11/25/2023,201309377,943630,Substantiated (Command Discipline),,03/28/2015,No,,,,,,Command Discipline - A
11/25/2023,201005917,925607,Substantiated (Instructions),,10/28/2011,No,,,,,,Instructions
11/25/2023,201104937,921113,Substantiated (Charges),,10/28/2012,No,,,,,,Instructions
11/25/2023,201210255,945956,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,04/14/2016,Forfeit vacation 3 days
11/25/2023,200506598,902132,Substantiated (Charges),,09/28/2006,No,,,,,,Instructions
11/25/2023,201810259,960304,Substantiated (Command Lvl Instructions),,05/28/2020,No,,,,,,Instructions
11/25/2023,200514500,924377,Substantiated (Charges),,05/28/2007,No,,,,,,Command Discipline - A
11/25/2023,201012593,927837,Substantiated (Instructions),,03/28/2012,No,,,,,,Instructions
11/25/2023,200309690,920646,Substantiated (Charges),,08/28/2005,No,,,,,,Vacation: 3 days
11/25/2023,201504343,920225,Substantiated (Formalized Training),,05/28/2016,No,,,,,,Formalized Training
11/25/2023,202008293,953542,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201809651,948183,Substantiated (Charges),,,Yes,,,Forfeit vacation 20 days,Closed: Resolved by plea,11/23/2022,Forfeit vacation 10 days
11/25/2023,201810824,950730,Substantiated (Command Discipline B),,06/28/2020,No,,,,,,No penalty
11/25/2023,201603962,956883,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,Command Discipline - A
11/25/2023,201605457,934643,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200105189,914809,Substantiated (Charges),,,No,,,,,,
11/25/2023,202202563,954770,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
11/25/2023,201607838,946971,Substantiated (Charges),,,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202201283,962212,Substantiated (Formalized Training),Substantiated (Formalized Training),08/28/2023,No,,,,,,Formalized Training
11/25/2023,200006722,909586,Substantiated (Instructions),,06/28/2003,No,,,,,,
11/25/2023,200304644,886465,Substantiated (Charges),,01/28/2005,No,,,,,,No penalty
11/25/2023,202103424,955166,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200507468,904275,Substantiated (Charges),,01/28/2008,No,,,,,,
11/25/2023,201208475,906601,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,09/21/2015,
11/25/2023,201909948,964796,Substantiated (Command Discipline B),Substantiated (Command Discipline B),12/28/2021,No,,,,,,No penalty
11/25/2023,202201978,938663,Substantiated (Command Discipline A),Substantiated (Command Discipline A),07/28/2023,No,,,,,,No penalty
11/25/2023,201605136,944684,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Command Discipline - A
11/25/2023,200411465,902970,Substantiated (Instructions),,03/28/2006,No,,,,,,Instructions
11/25/2023,202003854,959833,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200204677,907714,Substantiated (Charges),,12/28/2004,No,,,,,,No penalty
11/25/2023,200207105,898313,Substantiated (Charges),,05/28/2005,No,,,,,,Command Discipline - A
11/25/2023,200201507,924058,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
11/25/2023,201108660,927087,Substantiated (Charges),,02/28/2014,No,,,,,,No penalty
11/25/2023,200302173,926080,Substantiated (Charges),,04/28/2004,No,,,,,,Instructions
11/25/2023,201803335,943265,Substantiated (Formalized Training),,07/28/2019,No,,,,,,Formalized Training
11/25/2023,201902317,940281,Substantiated (Charges),,,Yes,,,Forfeit vacation 20 days,Closed: Resolved by plea,07/19/2023,Forfeit vacation 10 days
11/25/2023,202202587,934070,Substantiated (Command Discipline B),Substantiated (Command Discipline B),09/28/2023,No,,,,,,No penalty
11/25/2023,201902365,946530,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Instructions
11/25/2023,202106888,952415,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,No penalty
11/25/2023,201404953,950156,Substantiated (Command Discipline),,10/28/2015,No,,,,,,Formalized Training / Command Level Instructions
11/25/2023,201601324,926222,Substantiated (Command Discipline B),,07/28/2018,No,,,,,,Vacation: 10 days
11/25/2023,201410995,925067,Substantiated (Command Discipline A),,04/28/2016,No,,,,,,Command Discipline - A
11/25/2023,201403223,945566,Substantiated (Command Discipline A),,10/28/2015,No,,,,,,Command Discipline - A
11/25/2023,201001485,929108,Substantiated (Charges),,07/28/2011,No,,,,,,Instructions
11/25/2023,202101107,936628,Substantiated (Command Discipline A),Substantiated (Command Discipline A),08/28/2022,No,,,,,,Command Discipline - A
11/25/2023,201701879,955235,Substantiated (Formalized Training),,06/28/2018,No,,,,,,Formalized Training
11/25/2023,201403154,950591,Substantiated (Formalized Training),,09/28/2015,No,,,,,,Command Level Instructions
11/25/2023,201303165,945448,Substantiated (Command Discipline),,08/28/2014,No,,,,,,Instructions
11/25/2023,202104698,944329,Substantiated (Command Discipline B),Substantiated (Command Discipline B),02/28/2023,No,,,,,,Command Discipline - B (Vacation: 5 days)
11/25/2023,202106449,947526,Substantiated (Command Discipline A),Substantiated (Command Discipline A),04/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200306668,919345,Substantiated (Charges),,11/28/2004,No,,,,,,Command Discipline - A
11/25/2023,202204973,965891,Substantiated (Formalized Training),Substantiated (Formalized Training),,No,,,,,,
11/25/2023,202004300,960642,Substantiated (Command Discipline B),,12/28/2021,No,,,,,,No penalty
11/25/2023,202105141,956855,Substantiated (Command Discipline A),Substantiated (Command Discipline A),02/28/2023,No,,,,,,No penalty
11/25/2023,201405287,945202,Substantiated (Formalized Training),,11/28/2015,No,,,,,,Formalized Training
11/25/2023,200709498,905519,Substantiated (Charges),,12/28/2008,No,,,,,,
11/25/2023,200709333,920413,Substantiated (Charges),,03/28/2009,No,,,,,,Command Discipline - A
11/25/2023,202102864,941058,Substantiated (Formalized Training),Substantiated (Formalized Training),11/28/2022,No,,,,,,Formalized Training
11/25/2023,202100615,951381,Substantiated (Charges),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,202104200,959650,Substantiated (Command Discipline B),Substantiated (Command Discipline B),11/28/2022,No,,,,,,Command Discipline - B
11/25/2023,200000569,922261,Substantiated (Instructions),,,No,,,,,,
11/25/2023,201609781,948751,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,Command Discipline - A
11/25/2023,200814086,918073,Substantiated (Command Discipline),,11/28/2009,No,,,,,,
11/25/2023,200909919,945602,Substantiated (Charges),,11/28/2010,No,,,,,,Instructions
11/25/2023,200903652,929704,Substantiated (Charges),,09/28/2010,No,,,,,,Instructions
11/25/2023,202107288,958404,Substantiated (Command Discipline A),Substantiated (Command Discipline A),06/28/2023,No,,,,,,Command Discipline - A (Vacation: 1 day)
11/25/2023,201810598,961095,Substantiated (Command Discipline A),,10/28/2019,No,,,,,,Command Discipline - A
11/25/2023,200804491,922730,Substantiated (Charges),,09/28/2009,No,,,,,,Instructions
11/25/2023,200107811,915069,Substantiated (Command Discipline),,08/28/2003,No,,,,,,
11/25/2023,201108810,947713,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Command Discipline - B / Instructions
11/25/2023,202204504,939271,Substantiated (Command Discipline B),Substantiated (Command Discipline B),,No,,,,,,
11/25/2023,201708379,962694,Substantiated (Formalized Training),,04/28/2019,No,,,,,,No penalty
11/25/2023,201207715,913968,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Instructions",02/02/2015,Instructions
11/25/2023,201805008,925674,Substantiated (Command Discipline A),,12/28/2019,No,,,,,,Closed Administratively (No penalty reported)
11/25/2023,202203555,931015,Substantiated (Command Discipline B),Substantiated (Charges),,Yes,,,,Pending,,APU - Decision Pending
11/25/2023,200105164,897276,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
11/25/2023,202106646,965342,Substantiated (Command Discipline A),Substantiated (Command Discipline A),03/28/2023,No,,,,,,No penalty
11/25/2023,202104703,937749,Substantiated (Command Discipline B),Substantiated (Command Discipline B),01/28/2023,No,,,,,,No penalty
11/25/2023,200007558,914737,Substantiated (Charges),,,No,,,,,,
11/25/2023,201305210,946828,Substantiated (Instructions),,08/28/2014,No,,,,,,No penalty
11/25/2023,201310300,946514,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",11/12/2014,Formalized Training
11/25/2023,200509835,923670,Substantiated (Charges),,12/28/2007,No,,,,,,
11/25/2023,202102154,963432,Substantiated (Command Discipline A),Substantiated (Command Discipline A),09/28/2022,No,,,,,,Command Discipline - A
11/25/2023,202200457,942016,Substantiated (Command Discipline A),Substantiated (Command Discipline A),05/28/2023,No,,,,,,Command Discipline - A
11/25/2023,200304450,926220,Substantiated (Charges),,09/28/2004,No,,,,,,Command Discipline - A
11/25/2023,200505154,925558,Substantiated (Charges),,03/28/2006,No,,,,,,Instructions
11/25/2023,201710082,932325,Substantiated (Command Discipline A),,06/28/2019,No,,,,,,Command Discipline - A
